,ID,Urgency,Area,Titel,Event,Datum,Plz
2,dwdmap.2.49.0.0.276.0.DWD.PVW.1701466320000.ee781ca9-423d-4908-8f1d-5fa3ccd353fb.MUL,Immediate,Stadt Bad Tölz,Amtliche UNWETTERWARNUNG vor STARKEM SCHNEEFALL: Es tritt im Warnzeitraum starker Schneefall mit Mengen zwischen 30 cm und 40 cm auf. Verbreitet wird es glatt.,STARKER SCHNEEFALL,2023-12-01 21:32:00,
2,dwdmap.2.49.0.0.276.0.DWD.PVW.1701466320000.ee781ca9-423d-4908-8f1d-5fa3ccd353fb.MUL,Immediate,Gemeinde Nesselwang,Amtliche UNWETTERWARNUNG vor STARKEM SCHNEEFALL: Es tritt im Warnzeitraum starker Schneefall mit Mengen zwischen 30 cm und 40 cm auf. Verbreitet wird es glatt.,STARKER SCHNEEFALL,2023-12-01 21:32:00,
2,dwdmap.2.49.0.0.276.0.DWD.PVW.1701466320000.ee781ca9-423d-4908-8f1d-5fa3ccd353fb.MUL,Immediate,Gemeinde Dietramszell,Amtliche UNWETTERWARNUNG vor STARKEM SCHNEEFALL: Es tritt im Warnzeitraum starker Schneefall mit Mengen zwischen 30 cm und 40 cm auf. Verbreitet wird es glatt.,STARKER SCHNEEFALL,2023-12-01 21:32:00,
2,dwdmap.2.49.0.0.276.0.DWD.PVW.1701466320000.ee781ca9-423d-4908-8f1d-5fa3ccd353fb.MUL,Immediate,gemeindefreies Gebiet Rotter Forst-Süd,Amtliche UNWETTERWARNUNG vor STARKEM SCHNEEFALL: Es tritt im Warnzeitraum starker Schneefall mit Mengen zwischen 30 cm und 40 cm auf. Verbreitet wird es glatt.,STARKER SCHNEEFALL,2023-12-01 21:32:00,
2,dwdmap.2.49.0.0.276.0.DWD.PVW.1701466320000.ee781ca9-423d-4908-8f1d-5fa3ccd353fb.MUL,Immediate,Mitgliedsgemeinde in Verwaltungsgemeinschaft Roßhaupten,Amtliche UNWETTERWARNUNG vor STARKEM SCHNEEFALL: Es tritt im Warnzeitraum starker Schneefall mit Mengen zwischen 30 cm und 40 cm auf. Verbreitet wird es glatt.,STARKER SCHNEEFALL,2023-12-01 21:32:00,87672
2,dwdmap.2.49.0.0.276.0.DWD.PVW.1701466320000.ee781ca9-423d-4908-8f1d-5fa3ccd353fb.MUL,Immediate,Gemeinde Bad Heilbrunn,Amtliche UNWETTERWARNUNG vor STARKEM SCHNEEFALL: Es tritt im Warnzeitraum starker Schneefall mit Mengen zwischen 30 cm und 40 cm auf. Verbreitet wird es glatt.,STARKER SCHNEEFALL,2023-12-01 21:32:00,
2,dwdmap.2.49.0.0.276.0.DWD.PVW.1701466320000.ee781ca9-423d-4908-8f1d-5fa3ccd353fb.MUL,Immediate,Mitgliedsgemeinde in Verwaltungsgemeinschaft Rieden am Forggensee,Amtliche UNWETTERWARNUNG vor STARKEM SCHNEEFALL: Es tritt im Warnzeitraum starker Schneefall mit Mengen zwischen 30 cm und 40 cm auf. Verbreitet wird es glatt.,STARKER SCHNEEFALL,2023-12-01 21:32:00,87669
2,dwdmap.2.49.0.0.276.0.DWD.PVW.1701466320000.ee781ca9-423d-4908-8f1d-5fa3ccd353fb.MUL,Immediate,Gemeinde Halblech,Amtliche UNWETTERWARNUNG vor STARKEM SCHNEEFALL: Es tritt im Warnzeitraum starker Schneefall mit Mengen zwischen 30 cm und 40 cm auf. Verbreitet wird es glatt.,STARKER SCHNEEFALL,2023-12-01 21:32:00,
2,dwdmap.2.49.0.0.276.0.DWD.PVW.1701466320000.ee781ca9-423d-4908-8f1d-5fa3ccd353fb.MUL,Immediate,Mitgliedsgemeinde in Verwaltungsgemeinschaft Rückholz,Amtliche UNWETTERWARNUNG vor STARKEM SCHNEEFALL: Es tritt im Warnzeitraum starker Schneefall mit Mengen zwischen 30 cm und 40 cm auf. Verbreitet wird es glatt.,STARKER SCHNEEFALL,2023-12-01 21:32:00,87494
2,dwdmap.2.49.0.0.276.0.DWD.PVW.1701466320000.ee781ca9-423d-4908-8f1d-5fa3ccd353fb.MUL,Immediate,Gemeinde Schwangau,Amtliche UNWETTERWARNUNG vor STARKEM SCHNEEFALL: Es tritt im Warnzeitraum starker Schneefall mit Mengen zwischen 30 cm und 40 cm auf. Verbreitet wird es glatt.,STARKER SCHNEEFALL,2023-12-01 21:32:00,
2,dwdmap.2.49.0.0.276.0.DWD.PVW.1701466320000.ee781ca9-423d-4908-8f1d-5fa3ccd353fb.MUL,Immediate,Mitgliedsgemeinde in Verwaltungsgemeinschaft Seeg,Amtliche UNWETTERWARNUNG vor STARKEM SCHNEEFALL: Es tritt im Warnzeitraum starker Schneefall mit Mengen zwischen 30 cm und 40 cm auf. Verbreitet wird es glatt.,STARKER SCHNEEFALL,2023-12-01 21:32:00,87637
2,dwdmap.2.49.0.0.276.0.DWD.PVW.1701466320000.ee781ca9-423d-4908-8f1d-5fa3ccd353fb.MUL,Immediate,Mitgliedsgemeinde in Verwaltungsgemeinschaft Stötten a. Auerberg,Amtliche UNWETTERWARNUNG vor STARKEM SCHNEEFALL: Es tritt im Warnzeitraum starker Schneefall mit Mengen zwischen 30 cm und 40 cm auf. Verbreitet wird es glatt.,STARKER SCHNEEFALL,2023-12-01 21:32:00,87675
2,dwdmap.2.49.0.0.276.0.DWD.PVW.1701466320000.ee781ca9-423d-4908-8f1d-5fa3ccd353fb.MUL,Immediate,gemeindefreies Gebiet Starnberger See,Amtliche UNWETTERWARNUNG vor STARKEM SCHNEEFALL: Es tritt im Warnzeitraum starker Schneefall mit Mengen zwischen 30 cm und 40 cm auf. Verbreitet wird es glatt.,STARKER SCHNEEFALL,2023-12-01 21:32:00,
2,dwdmap.2.49.0.0.276.0.DWD.PVW.1701466320000.ee781ca9-423d-4908-8f1d-5fa3ccd353fb.MUL,Immediate,Gemeinde Steinhöring,Amtliche UNWETTERWARNUNG vor STARKEM SCHNEEFALL: Es tritt im Warnzeitraum starker Schneefall mit Mengen zwischen 30 cm und 40 cm auf. Verbreitet wird es glatt.,STARKER SCHNEEFALL,2023-12-01 21:32:00,
2,dwdmap.2.49.0.0.276.0.DWD.PVW.1701466320000.ee781ca9-423d-4908-8f1d-5fa3ccd353fb.MUL,Immediate,Mitgliedsgemeinde in Verwaltungsgemeinschaft Emmering,Amtliche UNWETTERWARNUNG vor STARKEM SCHNEEFALL: Es tritt im Warnzeitraum starker Schneefall mit Mengen zwischen 30 cm und 40 cm auf. Verbreitet wird es glatt.,STARKER SCHNEEFALL,2023-12-01 21:32:00,82275
2,dwdmap.2.49.0.0.276.0.DWD.PVW.1701466320000.ee781ca9-423d-4908-8f1d-5fa3ccd353fb.MUL,Immediate,Mitgliedsgemeinde in Verwaltungsgemeinschaft Oberpframmern und 276 weitere.,Amtliche UNWETTERWARNUNG vor STARKEM SCHNEEFALL: Es tritt im Warnzeitraum starker Schneefall mit Mengen zwischen 30 cm und 40 cm auf. Verbreitet wird es glatt.,STARKER SCHNEEFALL,2023-12-01 21:32:00,
3,dwdmap.2.49.0.0.276.0.DWD.PVW.1701466320000.e8b379fd-5d77-416b-8d12-fd2d6e795fb9.MUL,Immediate,Mitgliedsgemeinde in Verwaltungsgemeinschaft Wörth,Amtliche UNWETTERWARNUNG vor STARKEM SCHNEEFALL: Nach bisher beobachteten Neuschneemengen um 15 cm tritt im Warnzeitraum starker Schneefall mit Mengen nochmals zwischen 15 cm und 25 cm auf. Verbreitet wird es glatt.,STARKER SCHNEEFALL,2023-12-01 21:32:00,
3,dwdmap.2.49.0.0.276.0.DWD.PVW.1701466320000.e8b379fd-5d77-416b-8d12-fd2d6e795fb9.MUL,Immediate,Gemeinde Taufkirchen (Vils),Amtliche UNWETTERWARNUNG vor STARKEM SCHNEEFALL: Nach bisher beobachteten Neuschneemengen um 15 cm tritt im Warnzeitraum starker Schneefall mit Mengen nochmals zwischen 15 cm und 25 cm auf. Verbreitet wird es glatt.,STARKER SCHNEEFALL,2023-12-01 21:32:00,
3,dwdmap.2.49.0.0.276.0.DWD.PVW.1701466320000.e8b379fd-5d77-416b-8d12-fd2d6e795fb9.MUL,Immediate,Mitgliedsgemeinde in Verwaltungsgemeinschaft Steinkirchen,Amtliche UNWETTERWARNUNG vor STARKEM SCHNEEFALL: Nach bisher beobachteten Neuschneemengen um 15 cm tritt im Warnzeitraum starker Schneefall mit Mengen nochmals zwischen 15 cm und 25 cm auf. Verbreitet wird es glatt.,STARKER SCHNEEFALL,2023-12-01 21:32:00,21270
3,dwdmap.2.49.0.0.276.0.DWD.PVW.1701466320000.e8b379fd-5d77-416b-8d12-fd2d6e795fb9.MUL,Immediate,Gemeinde Sankt Wolfgang,Amtliche UNWETTERWARNUNG vor STARKEM SCHNEEFALL: Nach bisher beobachteten Neuschneemengen um 15 cm tritt im Warnzeitraum starker Schneefall mit Mengen nochmals zwischen 15 cm und 25 cm auf. Verbreitet wird es glatt.,STARKER SCHNEEFALL,2023-12-01 21:32:00,3970
3,dwdmap.2.49.0.0.276.0.DWD.PVW.1701466320000.e8b379fd-5d77-416b-8d12-fd2d6e795fb9.MUL,Immediate,Mitgliedsgemeinde in Verwaltungsgemeinschaft Walpertskirchen,Amtliche UNWETTERWARNUNG vor STARKEM SCHNEEFALL: Nach bisher beobachteten Neuschneemengen um 15 cm tritt im Warnzeitraum starker Schneefall mit Mengen nochmals zwischen 15 cm und 25 cm auf. Verbreitet wird es glatt.,STARKER SCHNEEFALL,2023-12-01 21:32:00,85469
3,dwdmap.2.49.0.0.276.0.DWD.PVW.1701466320000.e8b379fd-5d77-416b-8d12-fd2d6e795fb9.MUL,Immediate,Mitgliedsgemeinde in Verwaltungsgemeinschaft Neuching,Amtliche UNWETTERWARNUNG vor STARKEM SCHNEEFALL: Nach bisher beobachteten Neuschneemengen um 15 cm tritt im Warnzeitraum starker Schneefall mit Mengen nochmals zwischen 15 cm und 25 cm auf. Verbreitet wird es glatt.,STARKER SCHNEEFALL,2023-12-01 21:32:00,85467
3,dwdmap.2.49.0.0.276.0.DWD.PVW.1701466320000.e8b379fd-5d77-416b-8d12-fd2d6e795fb9.MUL,Immediate,Gemeinde Moosinning,Amtliche UNWETTERWARNUNG vor STARKEM SCHNEEFALL: Nach bisher beobachteten Neuschneemengen um 15 cm tritt im Warnzeitraum starker Schneefall mit Mengen nochmals zwischen 15 cm und 25 cm auf. Verbreitet wird es glatt.,STARKER SCHNEEFALL,2023-12-01 21:32:00,
3,dwdmap.2.49.0.0.276.0.DWD.PVW.1701466320000.e8b379fd-5d77-416b-8d12-fd2d6e795fb9.MUL,Immediate,Mitgliedsgemeinde in Verwaltungsgemeinschaft Pastetten,Amtliche UNWETTERWARNUNG vor STARKEM SCHNEEFALL: Nach bisher beobachteten Neuschneemengen um 15 cm tritt im Warnzeitraum starker Schneefall mit Mengen nochmals zwischen 15 cm und 25 cm auf. Verbreitet wird es glatt.,STARKER SCHNEEFALL,2023-12-01 21:32:00,85669
3,dwdmap.2.49.0.0.276.0.DWD.PVW.1701466320000.e8b379fd-5d77-416b-8d12-fd2d6e795fb9.MUL,Immediate,Mitgliedsgemeinde in Verwaltungsgemeinschaft Ottenhofen,Amtliche UNWETTERWARNUNG vor STARKEM SCHNEEFALL: Nach bisher beobachteten Neuschneemengen um 15 cm tritt im Warnzeitraum starker Schneefall mit Mengen nochmals zwischen 15 cm und 25 cm auf. Verbreitet wird es glatt.,STARKER SCHNEEFALL,2023-12-01 21:32:00,
3,dwdmap.2.49.0.0.276.0.DWD.PVW.1701466320000.e8b379fd-5d77-416b-8d12-fd2d6e795fb9.MUL,Immediate,Mitgliedsgemeinde in Verwaltungsgemeinschaft Oberding,Amtliche UNWETTERWARNUNG vor STARKEM SCHNEEFALL: Nach bisher beobachteten Neuschneemengen um 15 cm tritt im Warnzeitraum starker Schneefall mit Mengen nochmals zwischen 15 cm und 25 cm auf. Verbreitet wird es glatt.,STARKER SCHNEEFALL,2023-12-01 21:32:00,85445
3,dwdmap.2.49.0.0.276.0.DWD.PVW.1701466320000.e8b379fd-5d77-416b-8d12-fd2d6e795fb9.MUL,Immediate,Gemeinde Isen,Amtliche UNWETTERWARNUNG vor STARKEM SCHNEEFALL: Nach bisher beobachteten Neuschneemengen um 15 cm tritt im Warnzeitraum starker Schneefall mit Mengen nochmals zwischen 15 cm und 25 cm auf. Verbreitet wird es glatt.,STARKER SCHNEEFALL,2023-12-01 21:32:00,
3,dwdmap.2.49.0.0.276.0.DWD.PVW.1701466320000.e8b379fd-5d77-416b-8d12-fd2d6e795fb9.MUL,Immediate,Mitgliedsgemeinde in Verwaltungsgemeinschaft Inning a. Holz,Amtliche UNWETTERWARNUNG vor STARKEM SCHNEEFALL: Nach bisher beobachteten Neuschneemengen um 15 cm tritt im Warnzeitraum starker Schneefall mit Mengen nochmals zwischen 15 cm und 25 cm auf. Verbreitet wird es glatt.,STARKER SCHNEEFALL,2023-12-01 21:32:00,
3,dwdmap.2.49.0.0.276.0.DWD.PVW.1701466320000.e8b379fd-5d77-416b-8d12-fd2d6e795fb9.MUL,Immediate,Gemeinde Neufahrn b. Freising,Amtliche UNWETTERWARNUNG vor STARKEM SCHNEEFALL: Nach bisher beobachteten Neuschneemengen um 15 cm tritt im Warnzeitraum starker Schneefall mit Mengen nochmals zwischen 15 cm und 25 cm auf. Verbreitet wird es glatt.,STARKER SCHNEEFALL,2023-12-01 21:32:00,
3,dwdmap.2.49.0.0.276.0.DWD.PVW.1701466320000.e8b379fd-5d77-416b-8d12-fd2d6e795fb9.MUL,Immediate,Gemeinde Fraunberg,Amtliche UNWETTERWARNUNG vor STARKEM SCHNEEFALL: Nach bisher beobachteten Neuschneemengen um 15 cm tritt im Warnzeitraum starker Schneefall mit Mengen nochmals zwischen 15 cm und 25 cm auf. Verbreitet wird es glatt.,STARKER SCHNEEFALL,2023-12-01 21:32:00,
3,dwdmap.2.49.0.0.276.0.DWD.PVW.1701466320000.e8b379fd-5d77-416b-8d12-fd2d6e795fb9.MUL,Immediate,Gemeinde Lengdorf,Amtliche UNWETTERWARNUNG vor STARKEM SCHNEEFALL: Nach bisher beobachteten Neuschneemengen um 15 cm tritt im Warnzeitraum starker Schneefall mit Mengen nochmals zwischen 15 cm und 25 cm auf. Verbreitet wird es glatt.,STARKER SCHNEEFALL,2023-12-01 21:32:00,
3,dwdmap.2.49.0.0.276.0.DWD.PVW.1701466320000.e8b379fd-5d77-416b-8d12-fd2d6e795fb9.MUL,Immediate,Stadt Dorfen,Amtliche UNWETTERWARNUNG vor STARKEM SCHNEEFALL: Nach bisher beobachteten Neuschneemengen um 15 cm tritt im Warnzeitraum starker Schneefall mit Mengen nochmals zwischen 15 cm und 25 cm auf. Verbreitet wird es glatt.,STARKER SCHNEEFALL,2023-12-01 21:32:00,
3,dwdmap.2.49.0.0.276.0.DWD.PVW.1701466320000.e8b379fd-5d77-416b-8d12-fd2d6e795fb9.MUL,Immediate,Mitgliedsgemeinde in Verwaltungsgemeinschaft Buch a. Buchrain,Amtliche UNWETTERWARNUNG vor STARKEM SCHNEEFALL: Nach bisher beobachteten Neuschneemengen um 15 cm tritt im Warnzeitraum starker Schneefall mit Mengen nochmals zwischen 15 cm und 25 cm auf. Verbreitet wird es glatt.,STARKER SCHNEEFALL,2023-12-01 21:32:00,85656
3,dwdmap.2.49.0.0.276.0.DWD.PVW.1701466320000.e8b379fd-5d77-416b-8d12-fd2d6e795fb9.MUL,Immediate,Gemeinde Bockhorn,Amtliche UNWETTERWARNUNG vor STARKEM SCHNEEFALL: Nach bisher beobachteten Neuschneemengen um 15 cm tritt im Warnzeitraum starker Schneefall mit Mengen nochmals zwischen 15 cm und 25 cm auf. Verbreitet wird es glatt.,STARKER SCHNEEFALL,2023-12-01 21:32:00,
3,dwdmap.2.49.0.0.276.0.DWD.PVW.1701466320000.e8b379fd-5d77-416b-8d12-fd2d6e795fb9.MUL,Immediate,Mitgliedsgemeinde in Verwaltungsgemeinschaft Berglern,Amtliche UNWETTERWARNUNG vor STARKEM SCHNEEFALL: Nach bisher beobachteten Neuschneemengen um 15 cm tritt im Warnzeitraum starker Schneefall mit Mengen nochmals zwischen 15 cm und 25 cm auf. Verbreitet wird es glatt.,STARKER SCHNEEFALL,2023-12-01 21:32:00,85459
3,dwdmap.2.49.0.0.276.0.DWD.PVW.1701466320000.e8b379fd-5d77-416b-8d12-fd2d6e795fb9.MUL,Immediate,Gemeinde Forstern und 190 weitere.,Amtliche UNWETTERWARNUNG vor STARKEM SCHNEEFALL: Nach bisher beobachteten Neuschneemengen um 15 cm tritt im Warnzeitraum starker Schneefall mit Mengen nochmals zwischen 15 cm und 25 cm auf. Verbreitet wird es glatt.,STARKER SCHNEEFALL,2023-12-01 21:32:00,
4,dwdmap.2.49.0.0.276.0.DWD.PVW.1701502200000.aa438605-247e-4277-99ea-05f87d828ffe.MUL,Immediate,Gemeinde Waldburg,Amtliche WARNUNG vor SCHNEEFALL: Nach bisher beobachteten Neuschneemengen zwischen 10 cm und 30 cm tritt im Warnzeitraum Schneefall mit Mengen nochmals zwischen 5 cm und 15 cm auf. In Staulagen werden Mengen bis 20 cm erreicht. Verbreitet wird es glatt.,SCHNEEFALL,2023-12-02 07:30:00,
4,dwdmap.2.49.0.0.276.0.DWD.PVW.1701502200000.aa438605-247e-4277-99ea-05f87d828ffe.MUL,Immediate,Gemeinde Vogt,Amtliche WARNUNG vor SCHNEEFALL: Nach bisher beobachteten Neuschneemengen zwischen 10 cm und 30 cm tritt im Warnzeitraum Schneefall mit Mengen nochmals zwischen 5 cm und 15 cm auf. In Staulagen werden Mengen bis 20 cm erreicht. Verbreitet wird es glatt.,SCHNEEFALL,2023-12-02 07:30:00,
4,dwdmap.2.49.0.0.276.0.DWD.PVW.1701502200000.aa438605-247e-4277-99ea-05f87d828ffe.MUL,Immediate,Gemeinde Grünkraut,Amtliche WARNUNG vor SCHNEEFALL: Nach bisher beobachteten Neuschneemengen zwischen 10 cm und 30 cm tritt im Warnzeitraum Schneefall mit Mengen nochmals zwischen 5 cm und 15 cm auf. In Staulagen werden Mengen bis 20 cm erreicht. Verbreitet wird es glatt.,SCHNEEFALL,2023-12-02 07:30:00,
4,dwdmap.2.49.0.0.276.0.DWD.PVW.1701502200000.aa438605-247e-4277-99ea-05f87d828ffe.MUL,Immediate,Gemeinde Amtzell,Amtliche WARNUNG vor SCHNEEFALL: Nach bisher beobachteten Neuschneemengen zwischen 10 cm und 30 cm tritt im Warnzeitraum Schneefall mit Mengen nochmals zwischen 5 cm und 15 cm auf. In Staulagen werden Mengen bis 20 cm erreicht. Verbreitet wird es glatt.,SCHNEEFALL,2023-12-02 07:30:00,
4,dwdmap.2.49.0.0.276.0.DWD.PVW.1701502200000.aa438605-247e-4277-99ea-05f87d828ffe.MUL,Immediate,Gemeinde Schlier,Amtliche WARNUNG vor SCHNEEFALL: Nach bisher beobachteten Neuschneemengen zwischen 10 cm und 30 cm tritt im Warnzeitraum Schneefall mit Mengen nochmals zwischen 5 cm und 15 cm auf. In Staulagen werden Mengen bis 20 cm erreicht. Verbreitet wird es glatt.,SCHNEEFALL,2023-12-02 07:30:00,
4,dwdmap.2.49.0.0.276.0.DWD.PVW.1701502200000.aa438605-247e-4277-99ea-05f87d828ffe.MUL,Immediate,Gemeinde Neukirch,Amtliche WARNUNG vor SCHNEEFALL: Nach bisher beobachteten Neuschneemengen zwischen 10 cm und 30 cm tritt im Warnzeitraum Schneefall mit Mengen nochmals zwischen 5 cm und 15 cm auf. In Staulagen werden Mengen bis 20 cm erreicht. Verbreitet wird es glatt.,SCHNEEFALL,2023-12-02 07:30:00,
4,dwdmap.2.49.0.0.276.0.DWD.PVW.1701502200000.aa438605-247e-4277-99ea-05f87d828ffe.MUL,Immediate,Gemeinde Achberg,Amtliche WARNUNG vor SCHNEEFALL: Nach bisher beobachteten Neuschneemengen zwischen 10 cm und 30 cm tritt im Warnzeitraum Schneefall mit Mengen nochmals zwischen 5 cm und 15 cm auf. In Staulagen werden Mengen bis 20 cm erreicht. Verbreitet wird es glatt.,SCHNEEFALL,2023-12-02 07:30:00,
4,dwdmap.2.49.0.0.276.0.DWD.PVW.1701502200000.aa438605-247e-4277-99ea-05f87d828ffe.MUL,Immediate,Gemeinde Argenbühl,Amtliche WARNUNG vor SCHNEEFALL: Nach bisher beobachteten Neuschneemengen zwischen 10 cm und 30 cm tritt im Warnzeitraum Schneefall mit Mengen nochmals zwischen 5 cm und 15 cm auf. In Staulagen werden Mengen bis 20 cm erreicht. Verbreitet wird es glatt.,SCHNEEFALL,2023-12-02 07:30:00,
4,dwdmap.2.49.0.0.276.0.DWD.PVW.1701502200000.aa438605-247e-4277-99ea-05f87d828ffe.MUL,Immediate,Stadt Leutkirch im Allgäu,Amtliche WARNUNG vor SCHNEEFALL: Nach bisher beobachteten Neuschneemengen zwischen 10 cm und 30 cm tritt im Warnzeitraum Schneefall mit Mengen nochmals zwischen 5 cm und 15 cm auf. In Staulagen werden Mengen bis 20 cm erreicht. Verbreitet wird es glatt.,SCHNEEFALL,2023-12-02 07:30:00,88299
4,dwdmap.2.49.0.0.276.0.DWD.PVW.1701502200000.aa438605-247e-4277-99ea-05f87d828ffe.MUL,Immediate,Gemeinde Wolfegg,Amtliche WARNUNG vor SCHNEEFALL: Nach bisher beobachteten Neuschneemengen zwischen 10 cm und 30 cm tritt im Warnzeitraum Schneefall mit Mengen nochmals zwischen 5 cm und 15 cm auf. In Staulagen werden Mengen bis 20 cm erreicht. Verbreitet wird es glatt.,SCHNEEFALL,2023-12-02 07:30:00,
4,dwdmap.2.49.0.0.276.0.DWD.PVW.1701502200000.aa438605-247e-4277-99ea-05f87d828ffe.MUL,Immediate,Gemeinde Kißlegg,Amtliche WARNUNG vor SCHNEEFALL: Nach bisher beobachteten Neuschneemengen zwischen 10 cm und 30 cm tritt im Warnzeitraum Schneefall mit Mengen nochmals zwischen 5 cm und 15 cm auf. In Staulagen werden Mengen bis 20 cm erreicht. Verbreitet wird es glatt.,SCHNEEFALL,2023-12-02 07:30:00,
4,dwdmap.2.49.0.0.276.0.DWD.PVW.1701502200000.aa438605-247e-4277-99ea-05f87d828ffe.MUL,Immediate,Gemeinde Bodnegg,Amtliche WARNUNG vor SCHNEEFALL: Nach bisher beobachteten Neuschneemengen zwischen 10 cm und 30 cm tritt im Warnzeitraum Schneefall mit Mengen nochmals zwischen 5 cm und 15 cm auf. In Staulagen werden Mengen bis 20 cm erreicht. Verbreitet wird es glatt.,SCHNEEFALL,2023-12-02 07:30:00,
4,dwdmap.2.49.0.0.276.0.DWD.PVW.1701502200000.aa438605-247e-4277-99ea-05f87d828ffe.MUL,Immediate,Stadt Wangen im Allgäu,Amtliche WARNUNG vor SCHNEEFALL: Nach bisher beobachteten Neuschneemengen zwischen 10 cm und 30 cm tritt im Warnzeitraum Schneefall mit Mengen nochmals zwischen 5 cm und 15 cm auf. In Staulagen werden Mengen bis 20 cm erreicht. Verbreitet wird es glatt.,SCHNEEFALL,2023-12-02 07:30:00,88239
4,dwdmap.2.49.0.0.276.0.DWD.PVW.1701502200000.aa438605-247e-4277-99ea-05f87d828ffe.MUL,Immediate,Stadt Isny im Allgäu,Amtliche WARNUNG vor SCHNEEFALL: Nach bisher beobachteten Neuschneemengen zwischen 10 cm und 30 cm tritt im Warnzeitraum Schneefall mit Mengen nochmals zwischen 5 cm und 15 cm auf. In Staulagen werden Mengen bis 20 cm erreicht. Verbreitet wird es glatt.,SCHNEEFALL,2023-12-02 07:30:00,
5,dwdmap.2.49.0.0.276.0.DWD.PVW.1701513240000.e601814e-62d2-4936-b454-ed01104519b1.MUL,Immediate,Stadt Flensburg,Amtliche WARNUNG vor STRENGEM FROST: Es tritt strenger Frost zwischen -7 °C und -11 °C auf. Bei längerem Aufklaren sinken die Temperaturen auf Werte bis -15 °C.,STRENGER FROST,2023-12-02 10:34:00,
5,dwdmap.2.49.0.0.276.0.DWD.PVW.1701513240000.e601814e-62d2-4936-b454-ed01104519b1.MUL,Immediate,Gemeinde Süderdorf,Amtliche WARNUNG vor STRENGEM FROST: Es tritt strenger Frost zwischen -7 °C und -11 °C auf. Bei längerem Aufklaren sinken die Temperaturen auf Werte bis -15 °C.,STRENGER FROST,2023-12-02 10:34:00,
5,dwdmap.2.49.0.0.276.0.DWD.PVW.1701513240000.e601814e-62d2-4936-b454-ed01104519b1.MUL,Immediate,Gemeinde Wrohm,Amtliche WARNUNG vor STRENGEM FROST: Es tritt strenger Frost zwischen -7 °C und -11 °C auf. Bei längerem Aufklaren sinken die Temperaturen auf Werte bis -15 °C.,STRENGER FROST,2023-12-02 10:34:00,
5,dwdmap.2.49.0.0.276.0.DWD.PVW.1701513240000.e601814e-62d2-4936-b454-ed01104519b1.MUL,Immediate,Gemeinde Linden,Amtliche WARNUNG vor STRENGEM FROST: Es tritt strenger Frost zwischen -7 °C und -11 °C auf. Bei längerem Aufklaren sinken die Temperaturen auf Werte bis -15 °C.,STRENGER FROST,2023-12-02 10:34:00,3361
5,dwdmap.2.49.0.0.276.0.DWD.PVW.1701513240000.e601814e-62d2-4936-b454-ed01104519b1.MUL,Immediate,Gemeinde Tinningstedt,Amtliche WARNUNG vor STRENGEM FROST: Es tritt strenger Frost zwischen -7 °C und -11 °C auf. Bei längerem Aufklaren sinken die Temperaturen auf Werte bis -15 °C.,STRENGER FROST,2023-12-02 10:34:00,
5,dwdmap.2.49.0.0.276.0.DWD.PVW.1701513240000.e601814e-62d2-4936-b454-ed01104519b1.MUL,Immediate,Gemeinde Kleve,Amtliche WARNUNG vor STRENGEM FROST: Es tritt strenger Frost zwischen -7 °C und -11 °C auf. Bei längerem Aufklaren sinken die Temperaturen auf Werte bis -15 °C.,STRENGER FROST,2023-12-02 10:34:00,
5,dwdmap.2.49.0.0.276.0.DWD.PVW.1701513240000.e601814e-62d2-4936-b454-ed01104519b1.MUL,Immediate,Gemeinde Süderlügum,Amtliche WARNUNG vor STRENGEM FROST: Es tritt strenger Frost zwischen -7 °C und -11 °C auf. Bei längerem Aufklaren sinken die Temperaturen auf Werte bis -15 °C.,STRENGER FROST,2023-12-02 10:34:00,
5,dwdmap.2.49.0.0.276.0.DWD.PVW.1701513240000.e601814e-62d2-4936-b454-ed01104519b1.MUL,Immediate,Gemeinde Süderhöft,Amtliche WARNUNG vor STRENGEM FROST: Es tritt strenger Frost zwischen -7 °C und -11 °C auf. Bei längerem Aufklaren sinken die Temperaturen auf Werte bis -15 °C.,STRENGER FROST,2023-12-02 10:34:00,
5,dwdmap.2.49.0.0.276.0.DWD.PVW.1701513240000.e601814e-62d2-4936-b454-ed01104519b1.MUL,Immediate,Gemeinde Immenstedt,Amtliche WARNUNG vor STRENGEM FROST: Es tritt strenger Frost zwischen -7 °C und -11 °C auf. Bei längerem Aufklaren sinken die Temperaturen auf Werte bis -15 °C.,STRENGER FROST,2023-12-02 10:34:00,
5,dwdmap.2.49.0.0.276.0.DWD.PVW.1701513240000.e601814e-62d2-4936-b454-ed01104519b1.MUL,Immediate,Gemeinde Stadum,Amtliche WARNUNG vor STRENGEM FROST: Es tritt strenger Frost zwischen -7 °C und -11 °C auf. Bei längerem Aufklaren sinken die Temperaturen auf Werte bis -15 °C.,STRENGER FROST,2023-12-02 10:34:00,
5,dwdmap.2.49.0.0.276.0.DWD.PVW.1701513240000.e601814e-62d2-4936-b454-ed01104519b1.MUL,Immediate,Gemeinde Hollingstedt,Amtliche WARNUNG vor STRENGEM FROST: Es tritt strenger Frost zwischen -7 °C und -11 °C auf. Bei längerem Aufklaren sinken die Temperaturen auf Werte bis -15 °C.,STRENGER FROST,2023-12-02 10:34:00,
